TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target gene hits	Target gene non-hits	Background gene hits	Background gene non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score	pval	isSig	Component
RUNX1	MA0002.2	Ig-fold	Runt	vertebrates	10.401	0.502	31	17	2741	2259	155	0.0226	11676	0.0177	10.194	2.18	1.05451884539739e-24	1	407
RXR::RAR_DR5	MA0159.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	16.004	0.535	6	42	253	4747	7	0.00157	279	0.000652	9.856	3.364	3.22853425029072e-23	1	407
TBP	MA0108.2	Beta-sheet	TATA-binding	vertebrates	10.086	0.377	20	28	2116	2884	93	0.0185	6919	0.0143	9.674	0.526	1.94437337590236e-22	1	407
PPARG::RXRA	MA0065.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	11.663	0.547	13	35	1226	3774	35	0.00695	2235	0.00461	9.447	0.931	1.74340391216579e-21	1	407
Mycn	MA0104.2	Zipper-Type	Helix-Loop-Helix	vertebrates	11.104	0.699	18	30	1680	3320	58	0.00767	3819	0.00525	9.181	1.096	2.13553211954569e-20	1	407
FOXA1	MA0148.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.533	0.332	20	28	2667	2333	164	0.0239	12833	0.0194	8.854	0.04	4.22186935692814e-19	1	407
FOXO3	MA0157.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.734	0.298	24	24	2790	2210	182	0.0193	14091	0.0155	8.347	0.187	3.50093590118969e-17	1	407
HNF4A	MA0114.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	9.617	0.522	10	38	1305	3695	34	0.00585	2275	0.00407	7.659	0.175	9.36931992689921e-15	1	407
USF1	MA0093.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.29	0.643	19	29	1880	3120	66	0.00611	4541	0.00437	7.223	0.815	2.54265070693129e-13	1	407
MAX	MA0058.1	Zipper-Type	Helix-Loop-Helix	vertebrates	12.685	0.571	17	31	1603	3397	47	0.00622	3246	0.00447	7.203	1.019	2.94509864563059e-13	1	407
ELF5	MA0136.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.693	0.429	33	15	3323	1677	283	0.0337	23712	0.0294	7.063	0.833	8.14728614119636e-13	1	407
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	34	14	3550	1450	418	0.0387	35403	0.0341	6.996	0.542	1.3168676783789e-12	1	407
NR4A2	MA0160.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	10.165	0.491	29	19	2809	2191	154	0.0163	12182	0.0134	6.904	1.106	2.52791498020428e-12	1	407
Gata1	MA0035.2	Zinc-coordinating	GATA	vertebrates	10.878	0.373	25	23	2900	2100	185	0.0269	15315	0.0232	6.843	0.18	3.87758259237472e-12	1	407
HOXA5	MA0158.1	Helix-Turn-Helix	Homeo	vertebrates	8.759	0.315	29	19	3593	1407	486	0.0514	42020	0.0462	6.8	0.031	5.23095754414459e-12	1	407
Pax6	MA0069.1	Helix-Turn-Helix	Homeo	vertebrates	13.798	0.432	2	46	252	4748	6	0.00111	280	0.000539	6.698	0.351	1.05645633350436e-11	1	407
T	MA0009.1	Beta-Hairpin-Ribbon	T	vertebrates	17.863	0.452	4	44	359	4641	8	0.00116	423	0.00064	5.627	0.783	9.16853638079255e-09	1	407
REL	MA0101.1	Ig-fold	Rel	vertebrates	10.515	0.559	18	30	2096	2904	74	0.00979	5826	0.00801	5.458	0.253	2.40763829277488e-08	1	407
HLF	MA0043.1	Zipper-Type	Leucine Zipper	vertebrates	11.147	0.394	11	37	1119	3881	29	0.0046	2089	0.00345	5.391	0.651	3.50333373694735e-08	1	407
AP1	MA0099.2	Zipper-Type	Leucine Zipper	vertebrates	9.193	0.405	33	15	3325	1675	270	0.025	23006	0.0222	5.319	0.828	5.21695678248613e-08	1	407
znf143	MA0088.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.541	0.53	4	44	250	4750	5	0.00132	291	0.000801	5.015	1.512	2.65167328685558e-07	1	407
SP1	MA0079.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	11.129	0.82	26	22	2525	2475	185	0.0245	15919	0.0219	4.833	1.023	6.72453936050388e-07	1	407
Esrrb	MA0141.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.806	0.524	22	26	2084	2916	67	0.0106	5451	0.009	4.755	1.108	9.92232085893446e-07	1	407
Arnt	MA0004.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.992	0.642	15	33	1396	3604	39	0.0031	2764	0.00228	4.657	1.034	1.60425222478721e-06	1	407
FEV	MA0156.1	Winged Helix-Turn-Helix	Ets	vertebrates	12.121	0.442	34	14	3078	1922	194	0.0205	16610	0.0183	4.616	2.114	1.95603472386522e-06	1	407
SPI1	MA0080.2	Winged Helix-Turn-Helix	Ets	vertebrates	9.64	0.435	34	14	3177	1823	225	0.0208	19363	0.0186	4.446	1.68	4.37419739030896e-06	1	407
E2F1	MA0024.1	Winged Helix-Turn-Helix	E2F	vertebrates	13.838	0.625	15	33	1651	3349	46	0.00487	3530	0.00388	4.321	0.423	7.76618369275302e-06	1	407
TLX1::NFIC	MA0119.1	Helix-Turn-Helix::Other	Homeo::Nuclear Factor I-CCAAT-binding	vertebrates	19.665	0.598	2	46	201	4799	4	0.000741	221	0.000426	4.115	0.542	1.93589707365541e-05	1	407
CEBPA	MA0102.2	Zipper-Type	Leucine Zipper	vertebrates	8.712	0.358	23	25	2593	2407	132	0.0157	11282	0.014	4.087	0.281	2.18493559670976e-05	1	407
NHLH1	MA0048.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.132	0.674	13	35	1118	3882	25	0.00397	1899	0.00313	4.072	1.326	2.3305589692571e-05	1	407
HNF1A	MA0046.1	Helix-Turn-Helix	Homeo	vertebrates	15.548	0.259	7	41	575	4425	12	0.00222	845	0.00163	4.017	1.158	2.947186205794e-05	1	407
TEAD1	MA0090.1	Helix-Turn-Helix	Homeo	vertebrates	15.678	0.507	10	38	1027	3973	22	0.00349	1665	0.00275	3.875	0.621	5.33123497510963e-05	1	407
ZNF354C	MA0130.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.958	0.615	39	9	3560	1440	465	0.0369	41795	0.0345	3.635	2.51	0.00013899031785172	1	407
MYC::MAX	MA0059.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.237	0.602	10	38	712	4288	13	0.00189	925	0.0014	3.572	1.977	0.000177132705762465	1	407
Foxa2	MA0047.2	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.268	0.315	21	27	2335	2665	101	0.016	8771	0.0145	3.57	0.344	0.000178490613904847	1	407
TAL1::TCF3	MA0091.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.07	0.453	15	33	1519	3481	37	0.00587	3017	0.00498	3.467	0.688	0.000263150944973616	1	407
RXRA::VDR	MA0074.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.451	0.527	2	46	96	4904	2	0.000397	102	0.00021	3.409	1.432	0.000326007398516865	1	407
RORA_1	MA0071.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.19	0.424	15	33	1724	3276	47	0.00622	3865	0.00532	3.385	0.316	0.00035589127259202	1	407
HNF1B	MA0153.1	Helix-Turn-Helix	Homeo	vertebrates	16.821	0.222	7	41	807	4193	18	0.00286	1382	0.00228	3.285	0.393	0.000509911858276519	0	407
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	26	22	3100	1900	223	0.0207	19767	0.019	3.246	0.11	0.000585194197365194	0	407
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	7	41	846	4154	17	0.00315	1329	0.00256	3.172	0.322	0.000756965035027175	0	407
ELK4	MA0076.1	Winged Helix-Turn-Helix	Ets	vertebrates	14.123	0.583	15	33	1225	3775	24	0.00286	1865	0.00231	3.107	1.719	0.000944981993467203	0	407
PBX1	MA0070.1	Helix-Turn-Helix	Homeo	vertebrates	14.641	0.31	12	36	879	4121	18	0.00286	1405	0.00232	3.041	2.067	0.00117896915396521	0	407
CREB1	MA0018.2	Zipper-Type	Leucine Zipper	vertebrates	10.139	0.523	17	31	1862	3138	49	0.00519	4074	0.00448	2.867	0.423	0.00207191506290354	0	407
MEF2A	MA0052.1	Other Alpha-Helix	MADS	vertebrates	15.709	0.179	13	35	1395	3605	38	0.00503	3164	0.00435	2.793	0.503	0.00261108459733806	0	407
Arnt::Ahr	MA0006.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.532	0.715	22	26	2757	2243	152	0.0121	13334	0.011	2.78	0.079	0.00271794492270126	0	407
NKX3-1	MA0124.1	Helix-Turn-Helix	Homeo	vertebrates	11.127	0.179	19	29	2571	2429	158	0.0146	14075	0.0136	2.554	0.038	0.00532466282690797	0	407
Myf	MA0055.1	Zipper-Type	Helix-Loop-Helix	vertebrates	15.914	0.609	21	27	2004	2996	62	0.00984	5439	0.00898	2.504	1.04	0.00613990170974534	0	407
FOXI1	MA0042.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.183	0.263	19	29	2358	2642	112	0.0178	10087	0.0167	2.418	0.124	0.00780303840769736	0	407
NR2F1	MA0017.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.924	0.478	6	42	757	4243	13	0.00241	1057	0.00204	2.232	0.283	0.0128074814664789	0	407
HIF1A::ARNT	MA0259.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.74	0.657	20	28	2193	2807	86	0.0091	7598	0.00836	2.219	0.397	0.0132433622669141	0	407
Nr2e3	MA0164.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.028	0.373	13	35	1271	3729	30	0.00278	2486	0.00239	2.127	0.797	0.016710041596646	0	407
Nkx3-2	MA0122.1	Helix-Turn-Helix	Homeo	vertebrates	8.542	0.463	25	23	3120	1880	204	0.0243	18684	0.0231	2.111	0.056	0.0173861559311203	0	407
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	30	18	2769	2231	120	0.0159	10891	0.015	2.012	1.607	0.0221099684948559	0	407
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	20	28	2678	2322	140	0.0148	12797	0.0141	1.702	0.038	0.0443776841336371	0	407
Sox17	MA0078.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.502	0.384	23	25	2851	2149	146	0.0174	13434	0.0166	1.607	0.083	0.0540271840538792	0	407
MZF1_5-13	MA0057.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.4	0.588	23	25	2700	2300	168	0.0222	15629	0.0215	1.37	0.177	0.085343450821967	0	407
MZF1_1-4	MA0056.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.586	0.725	37	11	3394	1606	428	0.034	40097	0.0331	1.348	2.187	0.0888291913027866	0	407
YY1	MA0095.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.101	0.51	29	19	3462	1538	356	0.0283	33322	0.0275	1.265	0.075	0.102935663934602	0	407
Hand1::Tcfe2a	MA0092.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.144	0.507	21	27	2679	2321	120	0.0159	11149	0.0153	1.195	0.069	0.116043515058003	0	407
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	1	47	77	4923	1	0.000265	79	0.000217	0.758	0.638	0.224225491366516	0	407
MIZF	MA0131.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.197	0.61	6	42	440	4560	6	0.000794	529	0.000728	0.607	1.399	0.271925456070221	0	407
Stat3	MA0144.1	Ig-fold	Stat	vertebrates	13.601	0.505	17	31	2018	2982	52	0.00688	4879	0.00671	0.546	0.224	0.29253296860446	0	407
Zfp423	MA0116.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.925	0.679	13	35	1108	3892	21	0.00417	1966	0.00406	0.452	1.369	0.325634491220321	0	407
ZEB1	MA0103.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.305	0.557	38	10	3548	1452	362	0.0287	34525	0.0285	0.39	1.986	0.348268273464018	0	407
NFIL3	MA0025.1	Zipper-Type	Leucine Zipper	vertebrates	14.139	0.265	10	38	1330	3670	33	0.0048	3166	0.00479	0.023	0.154	0.490825136475032	0	407
STAT1	MA0137.2	Ig-fold	Stat	vertebrates	13.119	0.452	13	35	1316	3684	24	0.00476	2307	0.00476	-0.014	0.678	0.494414990518619	0	407
IRF1	MA0050.1	Winged Helix-Turn-Helix	IRF	vertebrates	16.008	0.383	9	39	1216	3784	24	0.00381	2314	0.00382	-0.07	0.153	0.472096829819479	0	407
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	11	37	1445	3555	28	0.0037	2746	0.00378	-0.355	0.152	0.361294795616313	0	407
Nkx2-5	MA0063.1	Helix-Turn-Helix	Homeo	vertebrates	8.27	0.218	27	21	3441	1559	412	0.0382	39914	0.0384	-0.403	0.024	0.343474112245666	0	407
SOX9	MA0077.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.079	0.358	20	28	2312	2688	86	0.0102	8408	0.0104	-0.474	0.247	0.317749953612579	0	407
Gfi	MA0038.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.47	0.391	22	26	2791	2209	137	0.0181	13384	0.0184	-0.595	0.065	0.275921735492323	0	407
Egr1	MA0162.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.456	0.739	12	36	1261	3739	24	0.00349	2394	0.00362	-0.623	0.563	0.266642260920025	0	407
Prrx2	MA0075.1	Helix-Turn-Helix	Homeo	vertebrates	9.063	0.027	28	20	3040	1960	255	0.0169	24985	0.0172	-0.68	0.367	0.248252230453571	0	407
CTCF	MA0139.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.205	0.645	8	40	653	4347	8	0.00201	811	0.00212	-0.688	1.245	0.245726390684045	0	407
NFE2L2	MA0150.1	Zipper-Type	Leucine Zipper	vertebrates	14.394	0.486	6	42	1153	3847	18	0.00262	1817	0.00275	-0.715	0.022	0.237304521639847	0	407
Ar	MA0007.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.703	0.498	1	47	108	4892	1	0.000291	110	0.000333	-0.73	0.429	0.232695092300897	0	407
GABPA	MA0062.2	Winged Helix-Turn-Helix	Ets	vertebrates	13.335	0.647	20	28	1916	3084	42	0.00611	4213	0.00637	-0.928	0.998	0.176703784809561	0	407
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	30	18	2729	2271	119	0.0126	11791	0.013	-0.938	1.767	0.174122205053365	0	407
Sox5	MA0087.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.831	0.199	20	28	2699	2301	148	0.0137	14662	0.0141	-0.972	0.033	0.165525274279517	0	407
INSM1	MA0155.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.862	0.667	16	32	1541	3459	35	0.00556	3567	0.00589	-1.213	0.9	0.112564910256487	0	407
NF-kappaB	MA0061.1	Ig-fold	Rel	vertebrates	13.345	0.621	18	30	1643	3357	36	0.00476	3696	0.00508	-1.266	1.22	0.102756541127134	0	407
Ddit3::Cebpa	MA0019.1	Zipper-Type	Leucine Zipper	vertebrates	11.652	0.483	9	39	1117	3883	19	0.00302	1999	0.0033	-1.389	0.255	0.0824163750240849	0	407
TP53	MA0106.1	Zinc-coordinating	Loop-Sheet-Helix	vertebrates	26.239	0.603	0	48	1	4999	0	0	1	2.75e-06	-1.553	0	0.0602115673049674	0	407
Tal1::Gata1	MA0140.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.297	0.451	9	39	1215	3785	21	0.005	2191	0.00542	-1.61	0.154	0.0536989281481197	0	407
NR3C1	MA0113.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	14.749	0.432	5	43	527	4473	6	0.00143	675	0.00167	-1.676	0.543	0.0468690963054947	0	407
RORA_2	MA0072.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	17.425	0.369	6	42	711	4289	9	0.00167	1015	0.00195	-1.831	0.363	0.0335502715390923	0	407
PPARG	MA0066.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.365	0.523	0	48	12	4988	0	0	12	3.3e-05	-1.896	0	0.0289800222630374	0	407
EBF1	MA0154.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.564	0.648	21	27	2262	2738	75	0.00992	7739	0.0106	-1.953	0.453	0.0254097975957296	0	407
Pdx1	MA0132.1	Helix-Turn-Helix	Homeo	vertebrates	9.04	0.194	28	20	3149	1851	283	0.0225	28532	0.0235	-1.974	0.232	0.0241908714724002	0	407
Spz1	MA0111.1	Other	Other	vertebrates	11.907	0.538	11	37	1348	3652	23	0.00335	2506	0.00379	-2.018	0.245	0.0217956306629517	0	407
Nobox	MA0125.1	Helix-Turn-Helix	Homeo	vertebrates	9.573	0.26	24	24	2722	2278	154	0.0163	15677	0.0173	-2.022	0.253	0.0215881759301924	0	407
Foxd3	MA0041.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.945	0.223	19	29	2285	2715	98	0.0156	10006	0.0165	-2.079	0.175	0.0188086752321588	0	407
Tcfcp2l1	MA0145.1	Other	CP2	vertebrates	11.65	0.609	17	31	2105	2895	61	0.0113	6333	0.0122	-2.263	0.15	0.0118178446435512	0	407
NR1H2::RXRA	MA0115.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	27.878	0.445	0	48	23	4977	0	0	23	5.38e-05	-2.264	0	0.0117870573889531	0	407
ARID3A	MA0151.1	Helix-Turn-Helix	Arid	vertebrates	9.896	0.062	29	19	3288	1712	334	0.0265	33931	0.028	-2.493	0.193	0.00633344231257635	0	407
Pax4	MA0068.1	Helix-Turn-Helix	Homeo	vertebrates	11.004	0.441	0	48	23	4977	0	0	23	9.49e-05	-2.865	0	0.00208504621104551	0	407
EWSR1-FLI1	MA0149.1	Winged Helix-Turn-Helix	Ets	vertebrates	32.871	0.554	0	48	43	4957	0	0	43	0.000106	-3.013	0	0.00129339458800872	0	407
IRF2	MA0051.1	Winged Helix-Turn-Helix	IRF	vertebrates	21.134	0.412	1	47	181	4819	1	0.000238	195	0.000483	-3.145	0.187	0.000830434149829739	0	407
PLAG1	MA0163.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	19.352	0.798	3	45	374	4626	3	0.000556	469	0.000903	-3.241	0.347	0.00059555591947829	0	407
REST	MA0138.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	23.134	0.596	0	48	51	4949	0	0	54	0.000156	-3.58	0	0.000171797103745931	1	407
Klf4	MA0039.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	12.618	0.771	30	18	2784	2216	168	0.0222	17717	0.0244	-3.832	1.549	6.35528696775593e-05	1	407
NFKB1	MA0105.1	Ig-fold	Rel	vertebrates	15.627	0.758	5	43	792	4208	9	0.00131	1274	0.00193	-3.914	0.111	4.53898175509463e-05	1	407
SRY	MA0084.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.193	0.238	23	25	3002	1998	195	0.0232	20747	0.0257	-4.295	0.034	8.73466682986633e-06	1	407
ESR2	MA0258.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.618	0.546	3	45	453	4547	3	0.000714	539	0.00133	-4.719	0.196	1.18503410095459e-06	1	407
Pax5	MA0014.1	Helix-Turn-Helix	Homeo	vertebrates	12.432	0.575	1	47	241	4759	1	0.000265	266	0.000732	-4.817	0.098	7.28663442280314e-07	1	407
Zfx	MA0146.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.077	0.749	17	31	1997	3003	56	0.0104	6429	0.0124	-5.008	0.245	2.74992673799787e-07	1	407
Lhx3	MA0135.1	Helix-Turn-Helix	Homeo	vertebrates	16.354	0.131	7	41	1156	3844	19	0.00327	2524	0.00451	-5.135	0.053	1.41072012044076e-07	1	407
Foxq1	MA0040.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.07	0.202	13	35	1637	3363	36	0.00524	4564	0.00691	-5.554	0.177	1.39602740047593e-08	1	407
Sox2	MA0143.1	Other Alpha-Helix	High Mobility Group	vertebrates	12.951	0.361	4	44	572	4428	4	0.000794	773	0.00159	-5.565	0.206	1.31076205211003e-08	1	407
Pou5f1	MA0142.1	Helix-Turn-Helix	Homeo	vertebrates	14.808	0.308	4	44	677	4323	6	0.00119	1054	0.00217	-5.846	0.101	2.51767021299408e-09	1	407
Ar	MA0007.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.703	0.498	8	71	86	4914	8	0.00124	90	0.000271	22.084	9.31	2.25202570290987e-108	1	419
Klf4	MA0039.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	12.618	0.771	53	26	2786	2214	436	0.0307	17983	0.0246	14.779	3.601	1.00057633271652e-49	1	419
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	66	13	3545	1455	818	0.0403	35506	0.0341	13.072	4.901	2.3798718573414e-39	1	419
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	44	35	1489	3511	84	0.00592	2797	0.00383	12.704	13.237	2.80915032733601e-37	1	419
NF-kappaB	MA0061.1	Ig-fold	Rel	vertebrates	13.345	0.621	38	41	1726	3274	109	0.00768	3862	0.00529	12.39	4.681	1.48021701300326e-35	1	419
REL	MA0101.1	Ig-fold	Rel	vertebrates	10.515	0.559	46	33	2159	2841	158	0.0111	5974	0.00818	12.315	5.226	3.76075890975846e-35	1	419
RXRA::VDR	MA0074.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.451	0.527	6	73	82	4918	6	0.000634	92	0.000189	12.1	6.074	5.28055876743356e-34	1	419
MZF1_1-4	MA0056.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.586	0.725	63	16	3427	1573	914	0.0386	40576	0.0334	11.087	3.943	7.2535813050515e-29	1	419
NFKB1	MA0105.1	Ig-fold	Rel	vertebrates	15.627	0.758	23	56	831	4169	41	0.00318	1311	0.00198	10.169	5.451	1.36346913866186e-24	1	419
Esrrb	MA0141.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.806	0.524	39	40	2038	2962	133	0.0112	5329	0.00876	10.031	2.56	5.56913764587152e-24	1	419
ELF5	MA0136.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.693	0.429	61	18	3366	1634	535	0.0339	23977	0.0296	9.698	3.274	1.5373315553932e-22	1	419
Arnt::Ahr	MA0006.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.532	0.715	48	31	2729	2271	319	0.0135	13367	0.011	9.018	1.812	9.57771641699065e-20	1	419
STAT1	MA0137.2	Ig-fold	Stat	vertebrates	13.119	0.452	29	50	1258	3742	57	0.00602	2171	0.00446	8.816	4.141	5.93107420862082e-19	1	419
Foxa2	MA0047.2	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.268	0.315	49	30	2325	2675	202	0.0171	8727	0.0143	8.647	5.463	2.64354852267476e-18	1	419
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	61	18	3085	1915	446	0.022	19689	0.0189	8.617	5.919	3.43655671929242e-18	1	419
SP1	MA0079.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	11.129	0.82	48	31	2548	2452	363	0.0256	16212	0.0222	8.599	2.944	4.02068435092882e-18	1	419
ESR2	MA0258.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.618	0.546	14	65	431	4569	16	0.00203	511	0.00126	8.131	4.843	2.12881673088311e-16	1	419
CTCF	MA0139.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.205	0.645	14	65	644	4356	22	0.00295	776	0.00202	7.735	1.994	5.17015521234313e-15	1	419
Egr1	MA0162.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.456	0.739	29	50	1321	3679	64	0.00496	2480	0.00374	7.53	3.511	2.53701614299984e-14	1	419
GABPA	MA0062.2	Winged Helix-Turn-Helix	Ets	vertebrates	13.335	0.647	41	38	1906	3094	105	0.00814	4367	0.00658	7.239	4.679	2.26002515139412e-13	1	419
HNF4A	MA0114.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	9.617	0.522	30	49	1309	3691	57	0.00522	2277	0.00406	6.89	4.199	2.78961939784766e-12	1	419
NHLH1	MA0048.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.132	0.674	29	50	1152	3848	51	0.00431	2000	0.00329	6.717	5.383	9.27519846339411e-12	1	419
Myf	MA0055.1	Zipper-Type	Helix-Loop-Helix	vertebrates	15.914	0.609	38	41	2115	2885	128	0.0108	5616	0.00923	6.25	1.723	2.05226342521894e-10	1	419
FOXA1	MA0148.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.533	0.332	55	24	2656	2344	273	0.0212	12565	0.0189	6.139	6.1	4.15212836790066e-10	1	419
NR3C1	MA0113.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	14.749	0.432	15	64	507	4493	17	0.00216	636	0.00157	5.562	4.323	1.33350146356694e-08	1	419
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	53	26	2768	2232	261	0.0147	11908	0.0131	5.503	3.749	1.86691210588415e-08	1	419
RUNX1	MA0002.2	Ig-fold	Runt	vertebrates	10.401	0.502	56	23	2715	2285	252	0.0195	11697	0.0176	5.443	6.189	2.61953234716548e-08	1	419
RXR::RAR_DR5	MA0159.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	16.004	0.535	8	71	265	4735	9	0.00108	299	0.000696	5.401	2.808	3.31352129180415e-08	1	419
ZNF354C	MA0130.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.958	0.615	64	15	3588	1412	876	0.037	42083	0.0346	5.029	3.175	2.46522195717133e-07	1	419
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	3	76	79	4921	3	0.000423	81	0.000222	4.99	2.006	3.01896462520848e-07	1	419
PLAG1	MA0163.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	19.352	0.798	10	69	404	4596	14	0.00138	508	0.000974	4.868	2.239	5.63666651407209e-07	1	419
Sox17	MA0078.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.502	0.384	56	23	2793	2207	283	0.0179	13253	0.0163	4.761	5.362	9.63180242081828e-07	1	419
TBP	MA0108.2	Beta-sheet	TATA-binding	vertebrates	10.086	0.377	44	35	2093	2907	145	0.0153	6739	0.0138	4.75	4.645	1.0170832425687e-06	1	419
Evi1	MA0029.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.909	0.28	10	69	378	4622	13	0.00128	480	0.000921	4.45	2.57	4.29351446997187e-06	1	419
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	56	23	2809	2191	240	0.0169	11282	0.0155	4.432	5.2	4.66815089378603e-06	1	419
MIZF	MA0131.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.197	0.61	12	67	420	4580	14	0.000987	496	0.00068	4.387	3.397	5.74623948605376e-06	1	419
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	50	29	2626	2374	272	0.0153	12752	0.014	4.342	3.321	7.05957666301683e-06	1	419
